id,url,region,region_url,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,image_url,description,state,lat,long,img
7089177558,https://rockford.craigslist.org/ctd/d/loves-park-2012-dodge-durango-awd-third/7089177558.html,rockford,https://rockford.craigslist.org,199,2012,dodge,durango sxt awd,UNK,0,gas,0,clean,automatic,UNK,,UNK,UNK,https://images.craigslist.org/00101_kjzehj0aOGU_600x450.jpg,"As low as 500 down and 199 a month with approved credit. Really nice all wheel drive vehicle loaded with leather, bluetooth, tow package and more. We work with all types of credit and down payments. Please  text or call me for price's and more information at 224-600-0096. Thanks (Stock Photos) Read less",il,42.3295,-89.0335,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/used_cars/7089177558.png
7088344078,https://rockford.craigslist.org/ctd/d/rockford-2009-honda-accord-ex/7088344078.html,rockford,https://rockford.craigslist.org,7995,2009,honda,accord,excellent,4,gas,127610,clean,automatic,fwd,mid-size,sedan,UNK,https://images.craigslist.org/00h0h_iozdjOgVpkM_600x450.jpg,2009 Honda Accord EX 4 cylinder automatic. Leather interior with moon roof. Super reliable and great fuel economy. Please call 815-398-9598 Mon-Fri 8-5 With any questions and ask for Mike in sales. Thanks and have a great day.,il,42.2656,-89.0053,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/used_cars/7088344078.png
7088348875,https://rockford.craigslist.org/ctd/d/rockford-2005-subaru-forester/7088348875.html,rockford,https://rockford.craigslist.org,5500,2005,subaru,forester 2.5x awd,excellent,4,gas,111000,clean,automatic,4wd,mid-size,SUV,silver,https://images.craigslist.org/00E0E_dmzmxlyNUnf_600x450.jpg,"Very nice 2005 Subaru Forester AWD. One owner with 111,000 miles. New Timing Belt, water pump and head gaskets. Very good condition and was a new car trade in. Please call 815-398-9598 Mon-Fri 8-5 with any questions and ask for mike in sales. Thanks and have a great day.",il,42.2656,-89.0051,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/used_cars/7088348875.png
7088348386,https://rockford.craigslist.org/ctd/d/rockford-1999-acura-32-tl/7088348386.html,rockford,https://rockford.craigslist.org,3995,1999,acura,tl,good,6,gas,180000,clean,automatic,fwd,full-size,sedan,black,https://images.craigslist.org/00g0g_ioJbyV9BiIA_600x450.jpg,Nice 99 Acura TL. Well maintained V6 automatic. 180000 own owner miles with newer alloy wheels and tires. Please call 815-398-9598 Mon-Fri 8-5 with any questions and ask for Mike in sales. Thanks and have a great day.,il,42.2657,-89.0051,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/used_cars/7088348386.png
7088347935,https://rockford.craigslist.org/ctd/d/rockford-1999-toyota-camry-xle/7088347935.html,rockford,https://rockford.craigslist.org,2995,1999,toyota,camry xle,good,4,gas,210000,clean,automatic,fwd,mid-size,sedan,red,https://images.craigslist.org/00U0U_iKBD7UMXJ2N_600x450.jpg,"Very nice 1999 Camry XLE 4 cylinder. Great reliability and gas mileage. Leather interior, heated seats and sunroof. Please call 815-398-9598 Mon-Fri 8-5 with any questions and ask for Mike in sales. Thanks and have a great day.",il,42.2655,-89.0051,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/used_cars/7088347935.png
7088342749,https://rockford.craigslist.org/ctd/d/rockford-2005-dodge-ram-x4/7088342749.html,rockford,https://rockford.craigslist.org,8995,2005,ram,1500,good,8,gas,129000,clean,automatic,4wd,full-size,truck,grey,https://images.craigslist.org/01616_7knjiC8Vdnr_600x450.jpg,2005 Dodge Ram 4X4 1500 Big Horn Edition. Gray 5.7 Hemi  with 129000 miles. Please call 815-398-9598 Mon-Fri 8-5 with any questions and ask for Mike in sales. Thanks and have a great day.,il,42.2655,-89.0051,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/used_cars/7088342749.png
7088347444,https://rockford.craigslist.org/ctd/d/rockford-2001-volvo-s80/7088347444.html,rockford,https://rockford.craigslist.org,2995,2001,volvo,s80,good,6,gas,102000,clean,automatic,fwd,full-size,sedan,brown,https://images.craigslist.org/00M0M_53qBhdB7ALC_600x450.jpg,Very nice 2001 S80 with only 102000 miles. Local car just traded in. Heated leather seats and moon roof. Please call 815-398-9598 Mon-Fri 8-5 with any questions and ask for mike in sales. Thanks and have a great day.,il,42.2656,-89.005,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/used_cars/7088347444.png
7088344640,https://rockford.craigslist.org/ctd/d/rockford-2009-subaru-forester/7088344640.html,rockford,https://rockford.craigslist.org,8995,2009,subaru,forester 2.5x,excellent,4,gas,105000,clean,automatic,4wd,mid-size,SUV,black,https://images.craigslist.org/00Y0Y_7A8MhAxN5TU_600x450.jpg,"2009 Subaru Forester. Black with Black interior. Runs great, with all wheel drive and is ready for winter.  New head gaskets and timing belt. Please call 815-398-9598 Mon-Fri 8-5 with any questions and ask for Mike in sales.",il,42.2656,-89.005,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/used_cars/7088344640.png
7088343628,https://rockford.craigslist.org/ctd/d/rockford-2006-ford-ranger-4x4/7088343628.html,rockford,https://rockford.craigslist.org,5995,2006,ford,ranger,good,6,gas,148600,clean,automatic,4wd,mid-size,truck,silver,https://images.craigslist.org/00L0L_g1CgJtuykGa_600x450.jpg,"2006 ranger 4X4 automatic V6 extra cab. Silver with black interior. Newer tires , runs great. Please call 815-398-9598 Mon-Fri 8-5 with any questions and ask for mike in sales. Thanks and have a great day.",il,42.2658,-89.005,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/used_cars/7088343628.png
7088346048,https://rockford.craigslist.org/ctd/d/rockford-2005-audi-s4/7088346048.html,rockford,https://rockford.craigslist.org,9000,2005,audi,s4 quattro,excellent,8,gas,141000,clean,manual,4wd,mid-size,sedan,black,https://images.craigslist.org/00H0H_cod9Uqwohjo_600x450.jpg,"For sale this very nice 2005 Audi S4 V8 Quattro.  Black with black leather Recaro seats.  New alloy wheels and tires with less than 500 miles on them. Runs and drives perfectly, no warning lights and no leaks. Very fast , collectable and the most fun to drive you can find for nine thousand dollars. Please call 815-398-9598 Mon-Fri 8-5 and ask for Mike in sales.  Thanks and have a great day!",il,42.2655,-89.0049,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/used_cars/7088346048.png
7088345601,https://rockford.craigslist.org/ctd/d/rockford-1992-subaru-svx/7088345601.html,rockford,https://rockford.craigslist.org,3500,1992,subaru,svx,good,6,gas,166106,clean,automatic,4wd,mid-size,hatchback,green,https://images.craigslist.org/00W0W_gHRFcZAwUe5_600x450.jpg,Well maintained 1992 SVX. The car has just had its timing belt maintenance along with a water pump. Everything works including the air conditioning. Tires are like new.  The only thing the car could use is some body work. It was a southern car and is pretty much rust free but it has a few decent size dents and some scratches. The car runs and drives excellent. Please call 815-398-9598 Mon-Fri 8-5 with any questions and ask for Mike in sales. Thanks and have a great day.,il,42.2657,-89.0049,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/used_cars/7088345601.png
7077040834,https://pensacola.craigslist.org/ctd/d/pensacola-dont-wait-on-your-tax-refund/7077040834.html,pensacola,https://pensacola.craigslist.org,300,2016,UNK,NEW MODEL VEHICLES,UNK,0,gas,0,clean,automatic,UNK,UNK,UNK,UNK,https://images.craigslist.org/00b0b_djR8OUNPXMP_600x450.jpg,"Why wait in your tax refund when you can drive NOW!! WE DONT CARE ABOUT CREDIT  PENSACOLA WE ARE HERE!!  NEW MODEL VEHICLES WITH WARRANTY!!  START REBUILDING YOUR CREDIT IN A NEW VEHICLE!!!  WE HELP PEOPLE GET TO THE CAR LOT AND DRIVE!!! WE DO NOT CARE ABOUT CREDIT!!!!  2016 AND NEWER VEHICLES  CALL TONY 215-713-6428  MUST MAKE AT LEAST $12/HOUR FULL TIME OR 1200 PER MONTH  TO QUALIFY!!!  EASY IN-STORE OR ONLINE APPROVALS  CALL TONY 215-713-6428  $300 Down Drives Same Day! Easy Approval!! We help Bad/No Credit, Repossession, Bankruptcy!! Flexible With Credit!!!  Inventory Changes Daily!!  Make Sure to Bring $500 (Not a penny More) -VALID FL LICENCE -Most recent Pay Stub -Any mail with name and address -WE HAVE PRINTERS AVAILABLE  Ask for Antonio 215-713-6428____  -APPROVAL BASED ON INCOME -4 year/ 60,000 Mile Service Agreement (Warranty) -Payments to Fit Each Customers Budget -Fast IN STORE APPROVALS -Detailed 92 Point Vehicle Safety Inspection  START REBUILDING YOUR CREDIT TODAY!!!!",fl,30.4481,-87.2587,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/used_cars/7077040834.png
7091363254,https://nashville.craigslist.org/ctd/d/greenbrier-4x4-gmc-sierra/7091363254.html,nashville,https://nashville.craigslist.org,8500,2006,gmc,sierra 4x4,good,8,gas,0,clean,automatic,4wd,UNK,truck,UNK,https://images.craigslist.org/01212_4S9Cmfb9wio_600x450.jpg,"2006 GMC SIERRA- 4X4, 5.3L V8, Automatic, Power Windows, Power Locks, Power Mirrors, Power Driver and Passenger Seat with Heat, Leather Interior, AM/FM/CD,  Tow Package, For More Info Contact MELODY 615-431-0518 Dunn Motor Company 2837 HWY 41S GREENBRIER, TN 37073 **WE NEVER CHARGE A DOC FEE OF ANY KIND** Check Out Our Website At dunnmotorco.com or Search ""DUNN"" on Craigslist **We Have Financing Sources Available BUT WE DO NOT LOT FINANCE**STOCK# D-1681",tn,36.4229,-86.7914,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/used_cars/7091363254.png
7088377284,https://greensboro.craigslist.org/ctd/d/thomasville-everything-must-go-2004-gmc/7088377284.html,greensboro,https://greensboro.craigslist.org,5500,2004,gmc,yukon,excellent,8,gas,146363,clean,automatic,4wd,full-size,SUV,UNK,https://images.craigslist.org/00101_COBWeJnoYt_600x450.jpg,"EVERYTHING MUST GO, cheaper than dirt and way below book value. Please understand these are rock bottom prices and WILL NOT be negotiated any further!!! DO NOT call and ask about down payments or ""ON LOT"" financing!!! Please read the ad carefully, for your consideration is a 2004 GMC Yukon SLT, Tan, 4-Door, Seats 6, plus cargo room, push button on demand 4-wheel drive, 5.3 Liter V8, Automatic, Dusk sensing Headlamps, Electronic Brakeforce Distribution, AM/FM/CD/RADIO, Cruise Control, Speed proportional power steering, Electrochromatic inside mirror and many more features!! $5500 Cash or 30 days same as cash with your tax advanced money card NO BUY HERE, NO PAY HERE!! all inventory can be seen at Best Buy Auto Sales 1414 Unity St Thomasville N.C. 336- 472-3012 Dealers welcome-no layaway, no holds, first come-first serve!",nc,35.8844,-80.0519,https://raw.githubusercontent.com/abuzreq/ds_datasets/refs/heads/main/used_cars/7088377284.png
